Country,Rater_id,Dish name,Model,Generation_count,Would you associate the dish_name with your home and/or culture?,How familiar are you with the dish_name?,Is this an image of food?,Is this an image of the dish_name,Please rate quality of the image,"In your opinion, how closely does this image match what you’d expect an image of the dish_name to be?",Please provide an explanation for your answer ( especially important if the image doesn't resemble the dish in question),What do you see in the image? ( if this is not an image of food you can submit the form after answering this question),Please check any of the below that apply; presentation of the dish,Please check any of the below that apply; utensils,Please check any of the below that apply; background,Please check any of the below that apply; others,Familiarity_level,Image_match,Good_quality,Gross,Vomit,Disgusting,Rotten,Ugly,Burnt,Burned,Unappealing,Poop,Dung,Stale,Trash,Dirt,Horrible,Hideous,Unappetising,Disturbing,Unappetising_combined
United States,3,cioppino,Dalle3,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name","There are some entire slices of tomatoes which I don't think would be present, as well as some unpeeled prawns, but it looks good otherwise. ",,The dish is shown served in a way that I’m used to,The utensils are correct,"The dish is shown served in a setting that I would expect, The dish is in an indoor setting",,Somewhat familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,3,cioppino,Stable Diffusion,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,1.0,"The image misses key components of the dish, only some minor ingredients are present","There are four soups present and none look correct. Some are just tomato based soups, others have some semblance of seafood-like ingredients but they aren't recognizable as any particular fish/shellfish. There are also green splotches in two of the soups that are maybe supposed to be herbs, but seem to large proportionally. ",,The image sort of looks like the {dish_name} but it’s not quite right,There should be utensils,The dish is shown served on a weird background,,Somewhat familiar,"Resembles the dish, but has unexpected components",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,6,clam chowder,Stable Diffusion,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,1.0,"The image resembles the dish_name, but it is not what I’d expect","Low-quality image of clam chowder. Culturally, it needs chowder crackers on the side. Not sure what the garnishes are. ",,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served on a weird background,,Somewhat familiar,"Resembles the dish, but defies expectations",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,6,clam chowder,Dalle3,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",clearly generated image of clam chowder; too many green onions,,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served on a weird background,,Somewhat familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,6,clam chowder,Dalle2,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,2.0,"Very close, it looks real–the image looks exactly like the dish_name","low quality rendering, but clam chowder",,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served on a weird background,,Somewhat familiar,Looks exactly like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,3,clam chowder,Dalle2,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,4.0,"The image resembles the dish_name, but it is not what I’d expect","The color is correct, as is the fact that it is a general cream-based soup with stuff in it, but nothing in the soup is identifiable as the veggies or clams I would expect to see.",,"The image sort of looks like the {dish_name} but it’s not quite right, Honestly unsure if this is a plate or a bowl, though it should be the latter. ",There should be utensils,"The dish is shown served in a setting that I would expect, The dish is in an indoor setting",,Somewhat familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,3,clam chowder,Dalle3,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,5.0,"The image resembles the dish_name, but it is not what I’d expect","The soup base looks pretty good in terms of consistency and color. The are clams still in their shells though, which is not typical. Features small scallions or large chives on top which I don't think is common? ",,"The image sort of looks like the {dish_name} but it’s not quite right, The dish is shown served in a way that I’m used to",The utensils are correct,"The dish is shown served in a setting that I would expect, The dish is in an indoor setting",,Somewhat familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,3,clam chowder,Stable Diffusion,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,No,2.0,"The image misses key components of the dish, only some minor ingredients are present","Soup is oddly translucent looking. It has lumps that could be clams, but are not easily identifiable. Also has a large piece of lettuce on top which is unnecessary. No other ingredients (like potatoes, carrots, other veggies) are present.",,The image sort of looks like the {dish_name} but it’s not quite right,There should be utensils,"The dish is shown served on a weird background, The dish is shown served in a setting that I would expect",,Somewhat familiar,"Resembles the dish, but has unexpected components",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,6,cornbread,Stable Diffusion,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,1.0,"The image resembles the dish_name, but it is not what I’d expect",This isn't the right color or texture for cornbread--it looks like very dried out and old sourdough (especially looking at the top). I'm also not certain what the sauce alongside is meant to be.,,The dish is shown served in a way that I’m used to,,The dish is shown served on a weird background,,Very familiar,"Resembles the dish, but defies expectations",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,6,cornbread,Dalle3,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect",This is a cartoon of what is identifiably cornbread--the texture is captured really well,,,,,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,6,cornbread,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,2.0,"Very close, it looks real–the image looks exactly like the dish_name",low quality rendering but identifiably cornbread,,The dish is shown served in a way that I’m used to,,The dish is shown served on a weird background,,Very familiar,Looks exactly like the dish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,3,cornbread,Dalle2,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,3.0,"The image resembles the dish_name, but it is not what I’d expect","Looks more like pound cake rather than cornbread as it is too airy and the crumbs are too small. The image also looks oversaturated and the bubbling in the middle of the cornbread loaf is odd. It also looks like a slice has been removed, but on that cut slice, all edges are toasted... which they shouldn't be. ",,The image sort of looks like the {dish_name} but it’s not quite right,"There are no utensils present, which is correct. ","The dish is shown served in a setting that I would expect, The dish is in an indoor setting",,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,3,cornbread,Dalle3,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name","This picture is more in the style of a drawing, and I think that helps make it looks more like the dish because it can be less detailed and still be recognizable. There are some random square-shaped crumbs on the plate which I don't think should be there, and the cut side doesn't look the same around the edges, but i think it's pretty recognizably cornbread. ",,The dish is shown served in a way that I’m used to,The utensils are correct,The dish is shown served on a weird background,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,3,cornbread,Stable Diffusion,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,3.0,"The image resembles the dish_name, but it is not what I’d expect",It looks a little more like unfrosted cake than cornbread as color is not yellow enough and the crumb is too small. Unsure what the green goop in the bowl behind it is.,,The image sort of looks like the {dish_name} but it’s not quite right,The utensils are correct,The dish is shown served in a setting that I would expect,,Very familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,6,crab cakes,Stable Diffusion,0.0,No,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",Looks pretty perfect,,The dish should be served on plate but it is not shown on a plate here,There should be utensils,The dish is shown served on a weird background,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,6,crab cakes,Dalle3,0.0,No,"Very familiar, I eat this dish regularly",Yes,Yes,4.0,"Very close, it looks real–the image looks exactly like the dish_name",This is a very solid rendering of crab cakes,,The dish is shown served in a way that I’m used to,"The utensils are correct, but rendered horribly -- they melt into each other and the napkin",The dish is shown served on a weird background,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,6,crab cakes,Dalle2,0.0,No,"Very familiar, I eat this dish regularly",Yes,No,2.0,"The image resembles the dish_name, but it is not what I’d expect",This could be any fried patty. nothing about it says crab cake to me. ,,The dish is shown served in a way that I’m used to,There should be utensils,,,Very familiar,"Resembles the dish, but defies expectations",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,3,crab cakes,Dalle2,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,4.0,"The image resembles the dish_name, but it is not what I’d expect",One of the crabcakes looks undercooked whereas the others are quite dark. They also have quite a bit of green coloring to them which I would not expect,,"The image sort of looks like the {dish_name} but it’s not quite right, The dish is shown served in a way that I’m used to",There should be utensils,"The dish is shown served in a setting that I would expect, The dish is in an indoor setting",,Somewhat familiar,"Resembles the dish, but defies expectations",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,3,crab cakes,Dalle3,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name",Looks pretty good in terms of texture and cooking marks on top and bottom but not sides. Unsure what the yellow dipping sauce is supposed to be. ,,,The utensils are incorrect,"The dish is shown served on a weird background, The dish is shown served in a setting that I would not expect",,Somewhat familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,3,crab cakes,Stable Diffusion,0.0,No,"Somewhat familiar, I looked it up or asked someone",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name","Looks quite  accurate with heterogeneous looking batter, top and bottom more cooked than sides, good sprinkles of herbs but they should be more on the top rather than the sides",,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served in a setting that I would expect,,Somewhat familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,6,eggs benedict,Stable Diffusion,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,No,1.0,"The image resembles the dish_name, but it is not what I’d expect","This looks like eggs benedict overall but sort of looks like the bottom half of a hamburger with some yellow sauce poured on. (Eggs benedict don't have lettuce or tomato or hamburger buns, for one.) There's also text on the sauce. Knowing that it's meant to be eggs benedict, I can see it (especially as there's the bowl of eggs to the side), but I'd definitely get stuck on a burger if I didn't have the prompt. ",,The dish is shown served in a way that I’m used to,There should be utensils,The dish is shown served on a weird background,,Very familiar,"Resembles the dish, but defies expectations",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
United States,6,eggs benedict,Dalle3,0.0,Yes,"Very familiar, I eat this dish regularly",Yes,Yes,5.0,"Very close, it looks real–the image looks exactly like the dish_name","This is a very good rendering (but clearly a rendering) of eggs benedict. There usually wouldn't be extra ham on the side, but that's not fatal. ",,The dish is shown served in a way that I’m used to,There should be utensils,,,Very familiar,Looks exactly like the dish,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
